seqnames	start	end	width	strand	phastcons	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	gene_name	mean_tpm	z_fpkm_mean	z_fpkm_first	n_active_samples	n_samples	is_active	activity_measured	dist_to_tss_signed
NC_133176.1	25646999	25647139	141	*	53	Intron (XM_002660442.8/lrba, intron 43 of 55)	2	25537692	25968855	431164	2	lrba	XM_002660442.8	321716	gene-lrba	5.0048595	-0.25976603783026	-0.293614433519114	2	2	TRUE	TRUE	-45747
NC_133176.1	25702513	25702543	31	*	24	Intron (XM_002660442.8/lrba, intron 37 of 55)	2	25537692	25968855	431164	2	lrba	XM_002660442.8	266312	gene-lrba	5.0048595	-0.25976603783026	-0.293614433519114	2	2	TRUE	TRUE	9712
NC_133176.1	25708346	25708498	153	*	62	Intron (XM_002660442.8/lrba, intron 36 of 55)	2	25537692	25968855	431164	2	lrba	XM_002660442.8	260357	gene-lrba	5.0048595	-0.25976603783026	-0.293614433519114	2	2	TRUE	TRUE	15606
NC_133176.1	25709630	25709912	283	*	55	Intron (XM_002660442.8/lrba, intron 36 of 55)	2	25537692	25968855	431164	2	lrba	XM_002660442.8	258943	gene-lrba	5.0048595	-0.25976603783026	-0.293614433519114	2	2	TRUE	TRUE	16955
NC_133176.1	25740216	25740409	194	*	111	Intron (XM_002660442.8/lrba, intron 36 of 55)	2	25537692	25968855	431164	2	lrba	XM_002660442.8	228446	gene-lrba	5.0048595	-0.25976603783026	-0.293614433519114	2	2	TRUE	TRUE	-35554
NC_133176.1	25743633	25743679	47	*	16	Intron (XM_002660442.8/lrba, intron 36 of 55)	2	25537692	25968855	431164	2	lrba	XM_002660442.8	225176	gene-lrba	5.0048595	-0.25976603783026	-0.293614433519114	2	2	TRUE	TRUE	-32210
NC_133176.1	25743830	25743874	45	*	26	Intron (XM_002660442.8/lrba, intron 36 of 55)	2	25537692	25968855	431164	2	lrba	XM_002660442.8	224981	gene-lrba	5.0048595	-0.25976603783026	-0.293614433519114	2	2	TRUE	TRUE	-32014
NC_133176.1	25759251	25759413	163	*	38	Intron (XM_002660442.8/lrba, intron 35 of 55)	2	25537692	25968855	431164	2	lrba	XM_002660442.8	209442	gene-lrba	5.0048595	-0.25976603783026	-0.293614433519114	2	2	TRUE	TRUE	-16534
NC_133176.1	25781259	25781291	33	*	16	Intron (XM_002660442.8/lrba, intron 33 of 55)	2	25537692	25968855	431164	2	lrba	XM_002660442.8	187564	gene-lrba	5.0048595	-0.25976603783026	-0.293614433519114	2	2	TRUE	TRUE	5409
NC_133176.1	25794306	25794338	33	*	24	Intron (XM_002660442.8/lrba, intron 33 of 55)	2	25537692	25968855	431164	2	lrba	XM_002660442.8	174517	gene-lrba	5.0048595	-0.25976603783026	-0.293614433519114	2	2	TRUE	TRUE	18456
NC_133176.1	25797699	25797764	66	*	41	Intron (XM_002660442.8/lrba, intron 33 of 55)	2	25537692	25968855	431164	2	lrba	XM_002660442.8	171091	gene-lrba	5.0048595	-0.25976603783026	-0.293614433519114	2	2	TRUE	TRUE	21865
NC_133176.1	25804916	25804967	52	*	41	Intron (XM_002660442.8/lrba, intron 32 of 55)	2	25537692	25968855	431164	2	lrba	XM_002660442.8	163888	gene-lrba	5.0048595	-0.25976603783026	-0.293614433519114	2	2	TRUE	TRUE	29075
NC_133176.1	25823445	25823523	79	*	17	Intron (XM_002660442.8/lrba, intron 29 of 55)	2	25537692	25968855	431164	2	lrba	XM_002660442.8	145332	gene-lrba	5.0048595	-0.25976603783026	-0.293614433519114	2	2	TRUE	TRUE	47618
NC_133176.1	26478759	26478794	36	*	29	3' UTR	2	26477781	26538717	60937	2	fbxw7	XM_068219144.1	59923	gene-fbxw7	17.628589	0.517869602526655	0.511662894112003	2	2	TRUE	TRUE	-2895
NC_133176.1	26479010	26479068	59	*	15	3' UTR	2	26477781	26538717	60937	2	fbxw7	XM_068219144.1	59649	gene-fbxw7	17.628589	0.517869602526655	0.511662894112003	2	2	TRUE	TRUE	-3158
NC_133176.1	27249987	27250059	73	*	19	Promoter (<=1kb)	2	27249684	27265415	15732	1	plrg1	XR_012391284.1	303	gene-plrg1	50.799662	1.17039909257266	1.16318813705216	2	2	TRUE	TRUE	339
NC_133176.1	27264839	27264905	67	*	25	3' UTR	2	27249684	27265415	15732	1	plrg1	XR_012391284.1	15155	gene-plrg1	50.799662	1.17039909257266	1.16318813705216	2	2	TRUE	TRUE	13006
NC_133176.1	27296667	27296719	53	*	17	Promoter (<=1kb)	2	27296204	27297438	1235	1	lrata	NM_001204131.2	463	gene-lrata	13.691183	0.362087944785206	0.368046160234748	2	2	TRUE	TRUE	489
NC_133176.1	27742487	27742544	58	*	21	3' UTR	2	27301291	27994092	692802	1	LOC137490010	XM_073951636.1	441196	gene-LOC137490010	0	-Inf	-Inf	0	2	FALSE	TRUE	-4321
NC_133176.1	28018719	28018758	40	*	25	5' UTR	2	28000284	28029450	29167	1	tet2	XM_005159903.6	18435	gene-tet2	12.4878345	0.301011749602149	0.2314498248402	2	2	TRUE	TRUE	18454
NC_133176.1	28058806	28058931	126	*	16	Promoter (<=1kb)	2	28058619	28084844	26226	1	arhgef38	XM_009291612.5	187	gene-arhgef38	1.473039	-1.0149358795125	-0.944023485903808	2	2	TRUE	TRUE	249
NC_133176.1	28111510	28111535	26	*	16	3' UTR	2	28091485	28112633	21149	1	g3bp2a	XM_073944946.1	20025	gene-g3bp2a	17.886926	0.526728380705669	0.514473616184117	2	2	TRUE	TRUE	-2712
NC_133176.1	28298733	28298761	29	*	14	3' UTR	2	28298426	28302922	4497	2	anp32b	NM_212603.2	4161	gene-anp32b	435.708641	2.49462338149432	2.51045022513008	2	2	TRUE	TRUE	-2578
NC_133176.1	28561063	28561218	156	*	77	Intron (XM_068221311.2/cntln, intron 12 of 25)	2	28464880	28653370	188491	2	cntln	XM_068221311.2	92152	gene-cntln	2.254182	-0.757760436498963	-0.843073511999301	2	2	TRUE	TRUE	92230
NC_133176.1	28696260	28696432	173	*	43	Intron (XM_073945882.1/bnc2, intron 1 of 5)	2	28662513	28850069	187557	1	bnc2	XM_073945882.1	33747	gene-bnc2	3.4907485	-0.481474832855052	-0.50700408865665	2	2	TRUE	TRUE	33833
NC_133176.1	28696481	28696697	217	*	97	Intron (XM_073945882.1/bnc2, intron 1 of 5)	2	28662513	28850069	187557	1	bnc2	XM_073945882.1	33968	gene-bnc2	3.4907485	-0.481474832855052	-0.50700408865665	2	2	TRUE	TRUE	34076
NC_133176.1	28754587	28754620	34	*	14	Intron (XM_073945882.1/bnc2, intron 1 of 5)	2	28662513	28850069	187557	1	bnc2	XM_073945882.1	92074	gene-bnc2	3.4907485	-0.481474832855052	-0.50700408865665	2	2	TRUE	TRUE	-10877
NC_133176.1	28754809	28754839	31	*	22	5' UTR	2	28662513	28850069	187557	1	bnc2	XM_073945882.1	92296	gene-bnc2	3.4907485	-0.481474832855052	-0.50700408865665	2	2	TRUE	TRUE	-11098
NC_133176.1	28766141	28766190	50	*	33	Intron (XM_073945882.1/bnc2, intron 1 of 5)	2	28662513	28850069	187557	1	bnc2	XM_073945882.1	103628	gene-bnc2	3.4907485	-0.481474832855052	-0.50700408865665	2	2	TRUE	TRUE	-22439
NC_133176.1	28772387	28772423	37	*	16	Intron (XM_073945882.1/bnc2, intron 1 of 5)	2	28662513	28850069	187557	1	bnc2	XM_073945882.1	109874	gene-bnc2	3.4907485	-0.481474832855052	-0.50700408865665	2	2	TRUE	TRUE	-28679
NC_133176.1	28811284	28811313	30	*	14	Intron (XM_073945882.1/bnc2, intron 3 of 5)	2	28662513	28850069	187557	1	bnc2	XM_073945882.1	148771	gene-bnc2	3.4907485	-0.481474832855052	-0.50700408865665	2	2	TRUE	TRUE	18584
NC_133176.1	28816259	28816295	37	*	18	Intron (XM_073945882.1/bnc2, intron 3 of 5)	2	28662513	28850069	187557	1	bnc2	XM_073945882.1	153746	gene-bnc2	3.4907485	-0.481474832855052	-0.50700408865665	2	2	TRUE	TRUE	13605
NC_133176.1	28833305	28833469	165	*	84	Intron (XM_073945882.1/bnc2, intron 3 of 5)	2	28662513	28850069	187557	1	bnc2	XM_073945882.1	170792	gene-bnc2	3.4907485	-0.481474832855052	-0.50700408865665	2	2	TRUE	TRUE	-3505
NC_133176.1	28845562	28845587	26	*	18	Intron (XM_073945882.1/bnc2, intron 4 of 5)	2	28662513	28850069	187557	1	bnc2	XM_073945882.1	183049	gene-bnc2	3.4907485	-0.481474832855052	-0.50700408865665	2	2	TRUE	TRUE	-15692
NC_133176.1	28845695	28845724	30	*	16	Intron (XM_073945882.1/bnc2, intron 4 of 5)	2	28662513	28850069	187557	1	bnc2	XM_073945882.1	183182	gene-bnc2	3.4907485	-0.481474832855052	-0.50700408865665	2	2	TRUE	TRUE	-15827
NC_133176.1	28849868	28849935	68	*	21	3' UTR	2	28662513	28850069	187557	1	bnc2	XM_073945882.1	187355	gene-bnc2	3.4907485	-0.481474832855052	-0.50700408865665	2	2	TRUE	TRUE	-20019
NC_133176.1	32807992	32808035	44	*	16	Promoter (<=1kb)	2	32807725	32818740	11016	1	irs2a	XM_073921865.1	267	gene-irs2a	3.8651705	-0.419237433256827	-0.454154042672377	2	2	TRUE	TRUE	288
NC_133176.1	32868452	32868477	26	*	17	Promoter (1-2kb)	2	32867057	32870490	3434	1	lig4	NM_001103123.1	1395	gene-lig4	4.625047	-0.308514559870611	-0.343302378083247	2	2	TRUE	TRUE	1407
NC_133176.1	32868788	32868840	53	*	14	Promoter (1-2kb)	2	32867057	32870490	3434	1	lig4	NM_001103123.1	1731	gene-lig4	4.625047	-0.308514559870611	-0.343302378083247	2	2	TRUE	TRUE	1757
NC_133176.1	32882333	32882368	36	*	21	Promoter (1-2kb)	2	32881258	32991445	110188	1	nalf1a	XM_001921192.7	1075	gene-nalf1a	0.078489	-2.82028821340218	-2.77302859159089	2	2	TRUE	TRUE	1092
NC_133176.1	34157540	34157573	34	*	14	Promoter (2-3kb)	2	34155045	34157754	2710	1	gpr183b	NM_001130812.1	2495	gene-gpr183b	0.1971325	-2.25557343733321	-2.16729059199636	2	2	TRUE	TRUE	2511
NC_133176.1	34200747	34200772	26	*	21	Intron (NM_001045236.2/dachc, intron 8 of 10)	2	34187479	34290557	103079	2	dachc	NM_001045236.2	89785	gene-dachc	2.6492875	-0.650501197527756	-0.642901846240869	2	2	TRUE	TRUE	-13075
NC_133176.1	34556388	34556478	91	*	42	5' UTR	2	34546616	34574214	27599	1	metap1d	NM_001024392.1	9772	gene-metap1d	8.452386	0.0647341979423942	0.0752085303084147	2	2	TRUE	TRUE	9817
NC_133176.1	34556650	34556677	28	*	18	5' UTR	2	34546616	34574214	27599	1	metap1d	NM_001024392.1	10034	gene-metap1d	8.452386	0.0647341979423942	0.0752085303084147	2	2	TRUE	TRUE	10047
NC_133176.1	34587605	34587709	105	*	25	Promoter (<=1kb)	2	34578081	34587859	9779	2	dlx2b	NM_131297.2	150	gene-dlx2b	4.782491	-0.293380368462474	-0.378101433200823	2	2	TRUE	TRUE	249
NC_133176.1	35738926	35739919	994	*	163	Intron (XR_012407075.1/LOC141385959, intron 3 of 6)	2	35076762	35818237	741476	2	LOC141385860	XM_073952382.1	78318	gene-LOC141385860	0.018409	-3.71988510968302	-3.59859277128927	0	2	FALSE	TRUE	-63830
NC_133176.1	35740090	35740283	194	*	34	Intron (XR_012407075.1/LOC141385959, intron 3 of 6)	2	35076762	35818237	741476	2	LOC141385860	XM_073952382.1	77954	gene-LOC141385860	0.018409	-3.71988510968302	-3.59859277128927	0	2	FALSE	TRUE	-64594
NC_133176.1	36205160	36205262	103	*	18	Intron (XM_009292174.4/nlgn4xa, intron 5 of 5)	2	36053593	36226379	172787	1	nlgn4xa	XM_009292174.4	151567	gene-nlgn4xa	0.602527	-1.56351341797631	-1.55147028332094	2	2	TRUE	TRUE	-117395
NC_133176.1	36225226	36225351	126	*	25	3' UTR	2	36053593	36226379	172787	1	nlgn4xa	XM_009292174.4	171633	gene-nlgn4xa	0.602527	-1.56351341797631	-1.55147028332094	2	2	TRUE	TRUE	-97318
NC_133176.1	36740125	36740183	59	*	17	Promoter (1-2kb)	2	36738773	36787827	49055	1	prkx	XR_012407124.1	1352	gene-prkx	2.4313555	-0.7067587450014	-0.759101688972622	2	2	TRUE	TRUE	1381
NC_133176.1	37069762	37069846	85	*	28	Promoter (1-2kb)	2	37060984	37071575	10592	2	creb1a	NM_200909.1	1729	gene-creb1a	33.963386	0.922200889457915	0.923378357760924	2	2	TRUE	TRUE	1771
NC_133176.1	37070063	37070148	86	*	19	Promoter (1-2kb)	2	37060984	37071575	10592	2	creb1a	NM_200909.1	1427	gene-creb1a	33.963386	0.922200889457915	0.923378357760924	2	2	TRUE	TRUE	1470
NC_133176.1	37168732	37168761	30	*	16	Promoter (1-2kb)	2	37168261	37170381	2121	2	cldng	NM_180965.5	1620	gene-cldng	4.094176	-0.382663045737334	-0.347894638459519	2	2	TRUE	TRUE	-2148
NC_133176.1	37810801	37810832	32	*	18	Promoter (1-2kb)	2	37808972	37827420	18449	1	slc5a7a	XM_021476736.3	1829	gene-slc5a7a	0.672408	-1.49904431768524	-1.41767222052681	2	2	TRUE	TRUE	1844
NC_133176.1	37859613	37859642	30	*	14	Promoter (<=1kb)	2	37859094	37860570	1477	1	kctd12.2	NM_001034019.2	519	gene-kctd12.2	13.7113345	0.362992263980984	0.369474755789829	2	2	TRUE	TRUE	533
NC_133176.1	38758151	38758182	32	*	14	5' UTR	2	38749171	38785750	36580	2	frem3	NM_001137659.1	27568	gene-frem3	8.431876	0.0607799476283443	0.0113319882336176	2	2	TRUE	TRUE	3966
NC_133176.1	38948419	38948462	44	*	15	5' UTR	2	38754200	38990496	236297	1	hhip	XM_073915570.1	194219	gene-hhip	16.5660345	0.479340182314026	0.463915051471953	2	2	TRUE	TRUE	-72212
NC_133176.1	38964416	38964443	28	*	19	Intron (XM_073915570.1/hhip, intron 9 of 17)	2	38754200	38990496	236297	1	hhip	XM_073915570.1	210216	gene-hhip	16.5660345	0.479340182314026	0.463915051471953	2	2	TRUE	TRUE	-56223
NC_133176.1	39033056	39033203	148	*	47	Distal Intergenic	2	39020652	39028060	7409	1	si:ch211-194g2.4	XM_021471219.3	12404	gene-si:ch211-194g2.4	1.3350515	-1.07299099170033	-1.05855949907293	2	2	TRUE	TRUE	12477
NC_133176.1	39169632	39169690	59	*	15	3' UTR	2	39153948	39240820	86873	1	LOC141386123	XR_012407219.1	15684	gene-LOC141386123	0	-Inf	-Inf	0	2	FALSE	TRUE	15713
NC_133176.1	39170931	39170968	38	*	26	3' UTR	2	39153948	39240820	86873	1	LOC141386123	XR_012407219.1	16983	gene-LOC141386123	0	-Inf	-Inf	0	2	FALSE	TRUE	17001
NC_133176.1	39172709	39172737	29	*	15	3' UTR	2	39153948	39240820	86873	1	LOC141386123	XR_012407219.1	18761	gene-LOC141386123	0	-Inf	-Inf	0	2	FALSE	TRUE	18775
NC_133176.1	39330650	39330767	118	*	15	Distal Intergenic	2	39345955	39355816	9862	1	lsm6	NM_001002077.2	-15188	gene-lsm6	144.8891365	1.81653896016043	1.80362378199259	2	2	TRUE	TRUE	-15247
NC_133176.1	39438415	39438455	41	*	22	Distal Intergenic	2	39406721	39409331	2611	1	LOC141386121	XR_012407217.1	31694	gene-LOC141386121	0.986537	-1.33993798300396	-1.64513374787842	2	2	TRUE	TRUE	31714
NC_133176.1	39528836	39528904	69	*	25	Distal Intergenic	2	39486028	39519202	33175	2	LOC141386125	XR_012407221.1	-9634	gene-LOC141386125	0.014374	-Inf	-3.40041751928347	0	2	FALSE	TRUE	-9668
NC_133176.1	39529010	39529050	41	*	16	Distal Intergenic	2	39486028	39519202	33175	2	LOC141386125	XR_012407221.1	-9808	gene-LOC141386125	0.014374	-Inf	-3.40041751928347	0	2	FALSE	TRUE	-9828
NC_133176.1	39570992	39571024	33	*	16	Promoter (1-2kb)	2	39572356	39574153	1798	1	pou4f2	NM_212807.1	-1332	gene-pou4f2	0.673698	-1.52093565387615	-1.68389383896364	2	2	TRUE	TRUE	-1348
NC_133176.1	39571267	39571299	33	*	17	Promoter (1-2kb)	2	39572356	39574153	1798	1	pou4f2	NM_212807.1	-1057	gene-pou4f2	0.673698	-1.52093565387615	-1.68389383896364	2	2	TRUE	TRUE	-1073
NC_133176.1	39593069	39593097	29	*	15	Distal Intergenic	2	39572356	39574153	1798	1	pou4f2	NM_212807.1	20713	gene-pou4f2	0.673698	-1.52093565387615	-1.68389383896364	2	2	TRUE	TRUE	20727
NC_133176.1	39600636	39600666	31	*	18	Distal Intergenic	2	39572356	39574153	1798	1	pou4f2	NM_212807.1	28280	gene-pou4f2	0.673698	-1.52093565387615	-1.68389383896364	2	2	TRUE	TRUE	28295
NC_133176.1	39606553	39606668	116	*	42	Distal Intergenic	2	39572356	39574153	1798	1	pou4f2	NM_212807.1	34197	gene-pou4f2	0.673698	-1.52093565387615	-1.68389383896364	2	2	TRUE	TRUE	34254
NC_133176.1	39789818	39789857	40	*	14	5' UTR	2	39775205	39820629	45425	1	ednraa	XM_073951050.1	14613	gene-ednraa	4.9552045	-0.264564119491346	-0.245174932182524	2	2	TRUE	TRUE	14632
NC_133176.1	39841294	39841340	47	*	27	Promoter (2-3kb)	2	39838421	39867388	28968	1	tmem184c	NM_001145596.1	2873	gene-tmem184c	4.366448	-0.343376246562369	-0.368157037881573	2	2	TRUE	TRUE	2896
NC_133176.1	39893718	39893745	28	*	15	Promoter (1-2kb)	2	39870572	39895052	24481	2	prmt9	XM_005159969.6	1307	gene-prmt9	5.986799	-0.150025015924326	-0.194031069895135	2	2	TRUE	TRUE	-1702
NC_133176.1	39895711	39895843	133	*	17	Promoter (<=1kb)	2	39895433	40026252	130820	1	arhgap10	NM_001045250.1	278	gene-arhgap10	9.2016335	0.116451543933994	0.0932754205607853	2	2	TRUE	TRUE	-273
NC_133176.1	40309190	40309259	70	*	34	Promoter (<=1kb)	2	40308710	40357904	49195	1	dclk2a	XR_012402614.1	480	gene-dclk2a	9.1211735	0.111386228620113	0.0971920988688842	2	2	TRUE	TRUE	514
NC_133176.1	41309959	41310006	48	*	16	3' UTR	2	41284608	41492040	207433	1	cep44	XM_073949142.1	25351	gene-cep44	5.5157775	-0.200164858056291	-0.145497289005199	2	2	TRUE	TRUE	1832
NC_133176.1	41314420	41314515	96	*	37	Intron (XM_073949142.1/cep44, intron 3 of 14)	2	41284608	41492040	207433	1	cep44	XM_073949142.1	29812	gene-cep44	5.5157775	-0.200164858056291	-0.145497289005199	2	2	TRUE	TRUE	-2653
NC_133176.1	41362421	41362454	34	*	14	Intron (XM_073949142.1/cep44, intron 3 of 14)	2	41284608	41492040	207433	1	cep44	XM_073949142.1	77813	gene-cep44	5.5157775	-0.200164858056291	-0.145497289005199	2	2	TRUE	TRUE	-50623
NC_133176.1	41427119	41427231	113	*	39	Intron (XM_073949142.1/cep44, intron 4 of 14)	2	41284608	41492040	207433	1	cep44	XM_073949142.1	142511	gene-cep44	5.5157775	-0.200164858056291	-0.145497289005199	2	2	TRUE	TRUE	51523
NC_133176.1	41455876	41455978	103	*	47	Promoter (<=1kb)	2	41455881	41492040	36160	1	cep44	XM_068220855.2	0	gene-cep44	5.5157775	-0.200164858056291	-0.145497289005199	2	2	TRUE	TRUE	22771
NC_133176.1	41918529	41918578	50	*	15	Promoter (<=1kb)	2	41907019	41918726	11708	2	asb5b	NM_001017753.1	148	gene-asb5b	4.3605835	-0.343985009598394	-0.364482761069511	2	2	TRUE	TRUE	173
NC_133176.1	41954357	41954402	46	*	26	3' UTR	2	41953865	42011828	57964	2	vegfc	XM_005159998.6	57426	gene-vegfc	2.7356845	-0.630917726146015	-0.603326166265136	2	2	TRUE	TRUE	34004
NC_133176.1	41954465	41954502	38	*	22	3' UTR	2	41953865	42011828	57964	2	vegfc	XM_005159998.6	57326	gene-vegfc	2.7356845	-0.630917726146015	-0.603326166265136	2	2	TRUE	TRUE	34108
NC_133176.1	41990608	41990653	46	*	17	5' UTR	2	41953865	42011828	57964	2	vegfc	XM_005159998.6	21175	gene-vegfc	2.7356845	-0.630917726146015	-0.603326166265136	2	2	TRUE	TRUE	3794
NC_133176.1	42323441	42323776	336	*	89	Distal Intergenic	2	42189972	42191546	1575	2	LOC141386129	XR_012407268.1	-131895	gene-LOC141386129	0	-Inf	-Inf	0	2	FALSE	TRUE	-132062
NC_133176.1	42323839	42323959	121	*	38	Distal Intergenic	2	42189972	42191546	1575	2	LOC141386129	XR_012407268.1	-132293	gene-LOC141386129	0	-Inf	-Inf	0	2	FALSE	TRUE	-132353
NC_133176.1	42365655	42365802	148	*	18	Distal Intergenic	2	42463203	42882071	418869	1	tenm3	XM_068221974.2	-97401	gene-tenm3	12.446973	0.301307653118006	0.254918743758998	2	2	TRUE	TRUE	-97475
NC_133176.1	42381654	42381728	75	*	27	Distal Intergenic	2	42463203	42882071	418869	1	tenm3	XM_068221974.2	-81475	gene-tenm3	12.446973	0.301307653118006	0.254918743758998	2	2	TRUE	TRUE	-81512
NC_133176.1	42829469	42829513	45	*	28	Intron (XM_068221974.2/tenm3, intron 18 of 33)	2	42463203	42882071	418869	1	tenm3	XM_068221974.2	366266	gene-tenm3	12.446973	0.301307653118006	0.254918743758998	2	2	TRUE	TRUE	38369
NC_133176.1	43007340	43007395	56	*	16	5' UTR	2	43000545	43036093	35549	1	sod3b	XR_012407307.1	6795	gene-sod3b	0.263514	-2.07654940639238	-1.99063918504933	2	2	TRUE	TRUE	6822
NC_133176.1	43137138	43137247	110	*	33	Promoter (2-3kb)	2	43134736	43153711	18976	1	ccdc149b	XM_005160000.6	2402	gene-ccdc149b	1.1220985	-1.18012163248879	-1.16575110141801	2	2	TRUE	TRUE	2456
NC_133176.1	43175589	43175710	122	*	15	Intron (XM_021476794.3/si:dkey-117m1.4, intron 1 of 8)	2	43155684	43187671	31988	2	si:dkey-117m1.4	XM_021476794.3	11961	gene-si:dkey-117m1.4	10.1947385	0.179904965689547	0.162746763068333	2	2	TRUE	TRUE	12022
NC_133176.1	43620103	43620136	34	*	15	Promoter (<=1kb)	2	43435048	43621031	185984	2	maml3	XM_005160012.5	895	gene-maml3	5.176522	-0.238511915002268	-0.265108974666064	2	2	TRUE	TRUE	912
NC_133176.1	43954355	43954397	43	*	18	Distal Intergenic	2	43999148	44000675	1528	2	hmx4	NM_001045371.1	46278	gene-hmx4	9.2581525	0.120749562754146	0.139167518987515	2	2	TRUE	TRUE	46299
NC_133176.1	44002624	44002798	175	*	19	Promoter (1-2kb)	2	44002392	44003825	1434	2	hmx1	NM_001113526.1	1027	gene-hmx1	9.6132655	0.143682376670902	0.126350452617437	2	2	TRUE	TRUE	1114
NC_133176.1	44083323	44083411	89	*	39	Promoter (<=1kb)	2	44054656	44084319	29664	2	LOC137490027	XR_011010542.2	908	gene-LOC137490027	0.018655	-Inf	-Inf	0	2	FALSE	TRUE	620
NC_133176.1	44222393	44222496	104	*	16	Promoter (<=1kb)	2	44221664	44231581	9918	1	lrpap1	NM_201306.2	729	gene-lrpap1	33.257019	0.909151270053125	0.897273762913489	2	2	TRUE	TRUE	780
NC_133176.1	44321009	44321057	49	*	16	5' UTR	2	44291377	44350437	59061	2	rgs12b	XM_073920755.1	29380	gene-rgs12b	12.319696	0.296598977491483	0.277764349548143	2	2	TRUE	TRUE	-38800
NC_133176.1	44561200	44561263	64	*	15	3' UTR	2	44556011	44561911	5901	1	paip2b	NM_200766.1	5189	gene-paip2b	160.724443	1.88039942045526	1.88288817864608	2	2	TRUE	TRUE	5220
NC_133176.1	44845780	44845827	48	*	16	Promoter (<=1kb)	2	44845053	44852881	7829	1	mogs	XM_005160076.5	727	gene-mogs	15.1793905	0.425180944331722	0.402596189458612	2	2	TRUE	TRUE	750
NC_133176.1	44993273	44993398	126	*	17	Distal Intergenic	2	45001602	45035123	33522	1	LOC141386140	XR_012407407.1	-8204	gene-LOC141386140	0.0180855	-3.80537874713936	-4.09079478505484	0	2	FALSE	TRUE	-8267
NC_133176.1	46033926	46033976	51	*	18	3' UTR	2	45479415	46293975	814561	1	ctnna2	XM_005160072.6	554511	gene-ctnna2	3.0103205	-0.57196207167069	-0.578089846784011	2	2	TRUE	TRUE	3167
NC_133176.1	47484173	47484237	65	*	36	3' UTR	2	47432446	47488391	55946	1	ctnnd1	XM_009293418.4	51727	gene-ctnnd1	32.6418315	0.89773193661673	0.894365614538279	2	2	TRUE	TRUE	-11408
NC_133176.1	47844509	47844545	37	*	14	Promoter (2-3kb)	2	47841932	47851049	9118	1	med19b	NM_001003416.2	2577	gene-med19b	10.9428335	0.223704002898657	0.210634150743092	2	2	TRUE	TRUE	2595
NC_133176.1	48144704	48144744	41	*	15	5' UTR	2	48132163	48160854	28692	2	tcirg1a	XM_005160272.6	16110	gene-tcirg1a	1.0552315	-1.22039651491394	-1.14989434450423	2	2	TRUE	TRUE	4144
NC_133176.1	48543746	48543822	77	*	27	Intron (XM_073953842.1/evi5l, intron 17 of 17)	2	48489573	48558368	68796	1	evi5l	XM_073953842.1	54173	gene-evi5l	0.4201245	-1.78610393794452	-1.78560334582989	2	2	TRUE	TRUE	8812
NC_133176.1	48973150	48973187	38	*	22	Intron (NM_001328165.1/mcoln1a, intron 10 of 14)	2	48954118	48979686	25569	1	mcoln1a	NM_001328165.1	19032	gene-mcoln1a	5.8534205	-0.164593233811478	-0.216063612167573	2	2	TRUE	TRUE	-16458
NC_133176.1	49262772	49262810	39	*	19	Intron (NM_001008624.1/arhgef7b, intron 2 of 20)	2	49242296	49307358	65063	1	arhgef7b	NM_001008624.1	20476	gene-arhgef7b	12.033601	0.282514086560901	0.281617571460253	2	2	TRUE	TRUE	-10231
NC_133176.1	49341069	49341246	178	*	49	Distal Intergenic	2	49330027	49337733	7707	1	LOC141386309	XM_073954321.1	11042	gene-LOC141386309	0	-Inf	-Inf	0	2	FALSE	TRUE	11130
NC_133176.1	49343888	49343917	30	*	17	Distal Intergenic	2	49330027	49337733	7707	1	LOC141386309	XM_073954321.1	13861	gene-LOC141386309	0	-Inf	-Inf	0	2	FALSE	TRUE	13875
NC_133176.1	49359026	49359075	50	*	15	Distal Intergenic	2	49330027	49337733	7707	1	LOC141386309	XM_073954321.1	28999	gene-LOC141386309	0	-Inf	-Inf	0	2	FALSE	TRUE	29023
NC_133176.1	49753563	49753825	263	*	24	Intron (XM_005170995.5/tubgcp3, intron 21 of 21)	2	49711674	49756597	44924	1	tubgcp3	XM_005170995.5	41889	gene-tubgcp3	16.1189855	0.462261376115608	0.440715960146	2	2	TRUE	TRUE	-5200
NC_133176.1	49754520	49754737	218	*	19	Intron (XM_005170995.5/tubgcp3, intron 21 of 21)	2	49711674	49756597	44924	1	tubgcp3	XM_005170995.5	42846	gene-tubgcp3	16.1189855	0.462261376115608	0.440715960146	2	2	TRUE	TRUE	-4266
NC_133176.1	49975039	49975090	52	*	14	Distal Intergenic	2	49967354	49971138	3785	2	ebpl	NM_001005397.1	-3901	gene-ebpl	2.162971	-0.777326955803413	-0.812004800199758	2	2	TRUE	TRUE	-3926
NC_133176.1	50023748	50023792	45	*	20	Promoter (1-2kb)	2	50017786	50025467	7682	2	spryd7a	NM_214776.1	1675	gene-spryd7a	20.877756	0.621972709942063	0.606002882064262	2	2	TRUE	TRUE	1697
NC_133176.1	50993678	50993726	49	*	18	Distal Intergenic	2	50966173	50974741	8569	2	LOC141386350	XR_012408180.1	-18937	gene-LOC141386350	0	-Inf	-Inf	0	2	FALSE	TRUE	-18961
NC_133176.1	52728384	52728418	35	*	17	Promoter (<=1kb)	2	52728187	52745367	17181	1	taf5	NM_001037431.2	197	gene-taf5	19.5371655	0.581159086446119	0.569597584719694	2	2	TRUE	TRUE	214
