cne_chr	cne_start	cne_end	cne_phastcons	atac_chr	atac_start	atac_end	atac_peak_name	atac_score
NC_133184.1	50936734	50936854	18	NC_133184.1	50935338	50937390	Interval_94228	0
NC_133184.1	50936930	50937037	17	NC_133184.1	50935338	50937390	Interval_94228	0
NC_133184.1	51708990	51709108	17	NC_133184.1	51709000	51709773	Interval_94438	0
NC_133184.1	54096403	54096491	16	NC_133184.1	54096172	54096604	Interval_95014	0
NC_133184.1	55987565	55987630	14	NC_133184.1	55987225	55988328	Interval_95379	0
NC_133184.1	56128863	56128925	14	NC_133184.1	56128754	56129074	Interval_95418	0
NC_133184.1	56267412	56267466	15	NC_133184.1	56267436	56268388	Interval_95460	0
NC_133184.1	56738213	56738304	16	NC_133184.1	56737746	56740191	Interval_95589	0
NC_133184.1	57016696	57016859	30	NC_133184.1	57015214	57017664	Interval_95660	0
NC_133184.1	57021933	57022057	20	NC_133184.1	57021577	57022483	Interval_95661	0
NC_133184.1	57352661	57352732	16	NC_133184.1	57352677	57353365	Interval_95739	0
NC_133184.1	58305589	58305663	20	NC_133184.1	58304737	58305943	Interval_95964	0
NC_133184.1	58573340	58573406	15	NC_133184.1	58572330	58574508	Interval_96032	0
NC_133187.1	193312	193470	18	NC_133187.1	190984	193452	Interval_111288	0
NC_133187.1	582418	582648	24	NC_133187.1	582197	582666	Interval_111388	0
NC_133187.1	711647	711721	19	NC_133187.1	711110	711676	Interval_111417	0
NC_133187.1	974804	974898	23	NC_133187.1	974825	975111	Interval_111455	0
NC_133187.1	1048984	1049112	19	NC_133187.1	1047986	1049600	Interval_111467	0
NC_133187.1	2849991	2850031	16	NC_133187.1	2849484	2850176	Interval_111757	0
NC_133187.1	3274615	3274827	25	NC_133187.1	3274535	3274757	Interval_111817	0
NC_133187.1	3421287	3421371	17	NC_133187.1	3420268	3421454	Interval_111832	0
NC_133187.1	3488399	3488480	24	NC_133187.1	3487687	3488409	Interval_111846	0
NC_133187.1	4274444	4274686	25	NC_133187.1	4274353	4275582	Interval_111984	0
NC_133187.1	4342533	4342635	15	NC_133187.1	4341703	4342714	Interval_111993	0
NC_133187.1	5110009	5110077	15	NC_133187.1	5109335	5110290	Interval_112113	0
NC_133187.1	5112022	5112162	18	NC_133187.1	5111823	5112248	Interval_112114	0
NC_133187.1	5148767	5149053	25	NC_133187.1	5148750	5149541	Interval_112119	0
NC_133187.1	5152120	5152167	15	NC_133187.1	5151911	5152729	Interval_112120	0
NC_133187.1	5658260	5658321	16	NC_133187.1	5657370	5659028	Interval_112222	0
NC_133187.1	6134540	6134659	23	NC_133187.1	6134467	6134710	Interval_112288	0
NC_133187.1	6598256	6598378	17	NC_133187.1	6598097	6598312	Interval_112380	0
NC_133187.1	6718475	6718581	19	NC_133187.1	6717961	6720152	Interval_112397	0
NC_133187.1	6719950	6720054	15	NC_133187.1	6717961	6720152	Interval_112397	0
NC_133187.1	8158801	8158953	16	NC_133187.1	8158835	8159318	Interval_112633	0
NC_133187.1	9083964	9084045	19	NC_133187.1	9083709	9084795	Interval_112737	0
NC_133187.1	9512495	9512689	17	NC_133187.1	9512517	9513406	Interval_112815	0
NC_133187.1	9543304	9543383	16	NC_133187.1	9543043	9543372	Interval_112821	0
NC_133187.1	10254867	10254916	16	NC_133187.1	10254309	10255924	Interval_112876	0
NC_133187.1	10949028	10949101	21	NC_133187.1	10948916	10949099	Interval_112933	0
NC_133187.1	11744590	11744708	24	NC_133187.1	11743626	11744683	Interval_113039	0
NC_133187.1	11747632	11747726	18	NC_133187.1	11747515	11749152	Interval_113040	0
NC_133187.1	11747873	11747956	18	NC_133187.1	11747515	11749152	Interval_113040	0
NC_133187.1	11750883	11750948	14	NC_133187.1	11750795	11750968	Interval_113041	0
NC_133187.1	11850388	11850508	17	NC_133187.1	11850367	11851095	Interval_113057	0
NC_133187.1	13785686	13785921	19	NC_133187.1	13785819	13786417	Interval_113314	0
NC_133187.1	13830864	13830971	20	NC_133187.1	13830156	13830932	Interval_113322	0
NC_133187.1	14006643	14006771	17	NC_133187.1	14005319	14007181	Interval_113346	0
NC_133187.1	14737012	14737200	29	NC_133187.1	14735740	14737232	Interval_113460	0
NC_133187.1	17653094	17653234	20	NC_133187.1	17652771	17653204	Interval_113761	0
NC_133187.1	17839618	17839753	24	NC_133187.1	17838717	17839737	Interval_113791	0
NC_133187.1	18739386	18739700	33	NC_133187.1	18739290	18739731	Interval_113940	0
NC_133187.1	19197086	19197178	19	NC_133187.1	19195253	19197183	Interval_114008	0
NC_133187.1	20597411	20597584	27	NC_133187.1	20597477	20597846	Interval_114167	0
NC_133187.1	20644792	20644888	17	NC_133187.1	20644421	20644811	Interval_114173	0
NC_133187.1	21028513	21028575	17	NC_133187.1	21028021	21028927	Interval_114226	0
NC_133187.1	21644342	21644425	16	NC_133187.1	21644000	21644479	Interval_114304	0
NC_133187.1	21803967	21804035	15	NC_133187.1	21803665	21805279	Interval_114319	0
NC_133187.1	23989743	23989795	15	NC_133187.1	23988564	23990626	Interval_114594	0
NC_133187.1	24248113	24248300	40	NC_133187.1	24247461	24249039	Interval_114628	0
NC_133187.1	25086866	25086898	15	NC_133187.1	25086446	25088098	Interval_114743	0
NC_133187.1	25588817	25588865	14	NC_133187.1	25588817	25589839	Interval_114846	0
NC_133187.1	26712300	26712359	17	NC_133187.1	26711806	26712448	Interval_114997	0
NC_133187.1	27005606	27005651	25	NC_133187.1	27005265	27006495	Interval_115033	0
NC_133187.1	28965865	28966034	18	NC_133187.1	28965417	28966293	Interval_115288	0
NC_133187.1	28976421	28976531	21	NC_133187.1	28975977	28978272	Interval_115290	0
NC_133187.1	29010130	29010226	25	NC_133187.1	29009196	29011820	Interval_115296	0
NC_133187.1	30314006	30314177	19	NC_133187.1	30313428	30314105	Interval_115498	0
NC_133187.1	30519628	30519670	14	NC_133187.1	30519524	30520020	Interval_115529	0
NC_133187.1	30773950	30774026	15	NC_133187.1	30773908	30774829	Interval_115566	0
NC_133187.1	31442115	31442389	33	NC_133187.1	31442303	31443799	Interval_115667	0
NC_133187.1	31625491	31625828	22	NC_133187.1	31625353	31625951	Interval_115698	0
NC_133187.1	31806527	31806646	16	NC_133187.1	31806199	31806915	Interval_115726	0
NC_133187.1	32557656	32557880	25	NC_133187.1	32557289	32557854	Interval_115841	0
NC_133187.1	32750528	32750582	18	NC_133187.1	32749917	32750866	Interval_115867	0
NC_133187.1	32887729	32887800	16	NC_133187.1	32887796	32889377	Interval_115886	0
NC_133187.1	33019711	33019753	14	NC_133187.1	33019599	33019786	Interval_115918	0
NC_133187.1	33221851	33221897	17	NC_133187.1	33221620	33222218	Interval_115960	0
NC_133187.1	33330178	33330246	16	NC_133187.1	33330229	33330654	Interval_115978	0
NC_133187.1	33876593	33876736	24	NC_133187.1	33876251	33876605	Interval_116053	0
NC_133187.1	34538271	34538462	24	NC_133187.1	34538099	34538617	Interval_116159	0
NC_133187.1	35330072	35330134	16	NC_133187.1	35330028	35330418	Interval_116307	0
NC_133187.1	35539534	35539645	18	NC_133187.1	35539366	35540190	Interval_116323	0
NC_133187.1	35632246	35632359	17	NC_133187.1	35631971	35632548	Interval_116332	0
NC_133187.1	37790751	37790824	15	NC_133187.1	37790314	37790884	Interval_116631	0
NC_133187.1	37794743	37794850	17	NC_133187.1	37794808	37795323	Interval_116632	0
NC_133187.1	38065320	38065414	16	NC_133187.1	38065355	38065608	Interval_116664	0
NC_133187.1	38976360	38976449	19	NC_133187.1	38976287	38976683	Interval_116805	0
NC_133187.1	39460667	39460750	16	NC_133187.1	39460656	39461663	Interval_116908	0
NC_133187.1	39461628	39461711	15	NC_133187.1	39460656	39461663	Interval_116908	0
NC_133187.1	40748424	40748600	21	NC_133187.1	40748463	40749279	Interval_117190	0
NC_133187.1	40751237	40751368	17	NC_133187.1	40751246	40751509	Interval_117191	0
NC_133187.1	40754477	40754574	20	NC_133187.1	40754386	40755047	Interval_117192	0
NC_133187.1	40797369	40797457	18	NC_133187.1	40797312	40797833	Interval_117203	0
NC_133187.1	41748105	41748235	26	NC_133187.1	41748004	41748561	Interval_117428	0
NC_133187.1	43802233	43802288	15	NC_133187.1	43802099	43802633	Interval_117907	0
NC_133187.1	44466172	44466282	20	NC_133187.1	44466069	44467116	Interval_118079	0
NC_133187.1	44538752	44538833	20	NC_133187.1	44537821	44538990	Interval_118094	0
NC_133187.1	45849759	45849863	17	NC_133187.1	45848613	45850184	Interval_118406	0
NC_133187.1	46958093	46958231	22	NC_133187.1	46958128	46958580	Interval_118660	0
NC_133187.1	47403704	47403748	14	NC_133187.1	47403574	47404386	Interval_118780	0
NC_133187.1	48986737	48986868	18	NC_133187.1	48986738	48987122	Interval_119107	0
NC_133187.1	48989198	48989280	16	NC_133187.1	48988802	48989523	Interval_119108	0
NC_133187.1	49346649	49346788	25	NC_133187.1	49345697	49346835	Interval_119191	0
NC_133187.1	49347939	49348025	18	NC_133187.1	49347763	49348179	Interval_119192	0
NC_133187.1	49366203	49366367	31	NC_133187.1	49366252	49368616	Interval_119197	0
NC_133187.1	49378438	49378539	22	NC_133187.1	49378460	49378976	Interval_119201	0
NC_133187.1	49398159	49398365	26	NC_133187.1	49397342	49398510	Interval_119206	0
NC_133187.1	49425058	49425153	18	NC_133187.1	49424911	49425733	Interval_119212	0
NC_133187.1	49430375	49430480	15	NC_133187.1	49430333	49430752	Interval_119214	0
NC_133187.1	50245162	50245228	16	NC_133187.1	50244434	50245187	Interval_119423	0
NC_133187.1	50966340	50966410	15	NC_133187.1	50966208	50966960	Interval_119580	0
NC_133187.1	50994272	50994350	15	NC_133187.1	50994282	50995324	Interval_119587	0
NC_133187.1	51000545	51000629	15	NC_133187.1	50999713	51001393	Interval_119589	0
NC_133187.1	51001330	51001459	16	NC_133187.1	50999713	51001393	Interval_119589	0
NC_133187.1	51183698	51183814	18	NC_133187.1	51183637	51184371	Interval_119628	0
NC_133187.1	51244739	51244802	15	NC_133187.1	51244169	51244815	Interval_119640	0
NC_133187.1	51526887	51527378	34	NC_133187.1	51526581	51527333	Interval_119697	0
NC_133187.1	51545089	51545159	16	NC_133187.1	51545025	51545430	Interval_119700	0
NC_133187.1	51582161	51582265	18	NC_133187.1	51582158	51583805	Interval_119711	0
NC_133187.1	51684002	51684073	15	NC_133187.1	51683653	51684236	Interval_119733	0
NC_133181.1	458096	458271	22	NC_133181.1	457990	459227	Interval_51907	0
NC_133181.1	559577	559655	15	NC_133181.1	559514	560246	Interval_51924	0
NC_133181.1	2184204	2184247	15	NC_133181.1	2183949	2184811	Interval_52275	0
NC_133181.1	2412269	2412386	21	NC_133181.1	2411578	2413415	Interval_52317	0
NC_133181.1	2450170	2450243	21	NC_133181.1	2450207	2450460	Interval_52325	0
NC_133181.1	3207421	3207509	30	NC_133181.1	3207451	3207814	Interval_52453	0
NC_133181.1	3314739	3314838	16	NC_133181.1	3314774	3315254	Interval_52472	0
NC_133181.1	3317648	3317846	44	NC_133181.1	3317437	3317751	Interval_52473	0
NC_133181.1	3325852	3325943	17	NC_133181.1	3323802	3325860	Interval_52476	0
NC_133181.1	3850731	3850835	21	NC_133181.1	3850680	3851101	Interval_52596	0
NC_133181.1	4019800	4019975	22	NC_133181.1	4019678	4019916	Interval_52639	0
NC_133181.1	4273320	4273397	16	NC_133181.1	4273307	4273542	Interval_52669	0
NC_133181.1	4334044	4334218	33	NC_133181.1	4333807	4334832	Interval_52684	0
NC_133181.1	4871693	4871796	22	NC_133181.1	4870403	4871833	Interval_52771	0
NC_133181.1	5044567	5044737	26	NC_133181.1	5042718	5044674	Interval_52808	0
NC_133181.1	5048992	5049062	18	NC_133181.1	5049044	5049223	Interval_52809	0
NC_133181.1	5237274	5237334	17	NC_133181.1	5237191	5237677	Interval_52845	0
NC_133181.1	5255949	5256066	20	NC_133181.1	5255273	5257023	Interval_52847	0
NC_133181.1	5601379	5601506	18	NC_133181.1	5600970	5601571	Interval_52918	0
NC_133181.1	6479945	6480142	25	NC_133181.1	6479534	6480295	Interval_53091	0
NC_133181.1	7451807	7451888	19	NC_133181.1	7451555	7452030	Interval_53287	0
NC_133181.1	8315806	8315921	18	NC_133181.1	8315435	8315931	Interval_53429	0
NC_133181.1	8571356	8571496	25	NC_133181.1	8571097	8571906	Interval_53466	0
NC_133181.1	8571704	8571803	19	NC_133181.1	8571097	8571906	Interval_53466	0
NC_133181.1	8620949	8621032	15	NC_133181.1	8620357	8621599	Interval_53474	0
NC_133181.1	9462418	9462547	17	NC_133181.1	9462395	9462690	Interval_53597	0
NC_133181.1	9462680	9462758	17	NC_133181.1	9462395	9462690	Interval_53597	0
NC_133181.1	9675674	9675786	18	NC_133181.1	9674572	9676754	Interval_53632	0
NC_133181.1	10726138	10726179	14	NC_133181.1	10726042	10726249	Interval_53781	0
NC_133181.1	11227831	11227966	16	NC_133181.1	11227391	11228302	Interval_53833	0
NC_133181.1	11246608	11246712	17	NC_133181.1	11246016	11246747	Interval_53835	0
NC_133181.1	12065490	12065570	15	NC_133181.1	12065563	12065891	Interval_53949	0
NC_133181.1	12065616	12065683	16	NC_133181.1	12065563	12065891	Interval_53949	0
NC_133181.1	12785481	12785544	18	NC_133181.1	12785393	12786274	Interval_54023	0
NC_133181.1	13588240	13588335	19	NC_133181.1	13588123	13588350	Interval_54118	0
NC_133181.1	13882224	13882281	15	NC_133181.1	13881307	13882843	Interval_54154	0
NC_133181.1	13882626	13882700	18	NC_133181.1	13881307	13882843	Interval_54154	0
NC_133181.1	14751205	14751334	24	NC_133181.1	14750352	14751603	Interval_54252	0
NC_133181.1	14751465	14751616	26	NC_133181.1	14750352	14751603	Interval_54252	0
NC_133181.1	14753478	14753603	25	NC_133181.1	14753588	14753797	Interval_54253	0
NC_133181.1	14850904	14851032	16	NC_133181.1	14850746	14850938	Interval_54270	0
NC_133181.1	15416345	15416390	15	NC_133181.1	15415272	15416612	Interval_54335	0
NC_133181.1	15553263	15553311	14	NC_133181.1	15552768	15553729	Interval_54357	0
NC_133181.1	15749236	15749294	14	NC_133181.1	15748643	15750330	Interval_54388	0
NC_133181.1	15921998	15922163	20	NC_133181.1	15921329	15924067	Interval_54416	0
NC_133181.1	17095871	17095935	15	NC_133181.1	17095860	17096151	Interval_54569	0
NC_133181.1	17569131	17569227	24	NC_133181.1	17569194	17569573	Interval_54654	0
NC_133181.1	17602339	17602458	19	NC_133181.1	17602253	17602912	Interval_54658	0
NC_133181.1	17611081	17611187	26	NC_133181.1	17611160	17611542	Interval_54661	0
NC_133181.1	17679662	17679781	20	NC_133181.1	17679640	17680635	Interval_54662	0
NC_133181.1	19452028	19452114	15	NC_133181.1	19451203	19453107	Interval_54783	0
NC_133181.1	20269102	20269172	15	NC_133181.1	20269074	20269436	Interval_54932	0
NC_133181.1	24380697	24380807	19	NC_133181.1	24380311	24381165	Interval_55458	0
NC_133181.1	24396367	24396441	15	NC_133181.1	24396123	24396443	Interval_55461	0
NC_133181.1	24646859	24647037	17	NC_133181.1	24646747	24647031	Interval_55494	0
NC_133181.1	26496178	26496399	22	NC_133181.1	26496001	26496442	Interval_55842	0
NC_133181.1	27145115	27145189	26	NC_133181.1	27144082	27146076	Interval_55930	0
NC_133181.1	27283008	27283182	18	NC_133181.1	27282904	27283921	Interval_55956	0
NC_133181.1	27391520	27391566	14	NC_133181.1	27391423	27392396	Interval_55980	0
NC_133181.1	27652534	27652701	17	NC_133181.1	27652046	27652984	Interval_56033	0
NC_133181.1	27652951	27653058	16	NC_133181.1	27652046	27652984	Interval_56033	0
NC_133181.1	27809696	27809812	26	NC_133181.1	27809152	27809790	Interval_56057	0
NC_133181.1	29050457	29050596	24	NC_133181.1	29050290	29050610	Interval_56288	0
NC_133181.1	29055649	29055796	52	NC_133181.1	29054496	29057014	Interval_56290	0
NC_133181.1	29122520	29122592	15	NC_133181.1	29122348	29122754	Interval_56299	0
NC_133181.1	29384373	29384487	22	NC_133181.1	29384428	29384943	Interval_56349	0
NC_133181.1	29699428	29699607	42	NC_133181.1	29699021	29699688	Interval_56392	0
NC_133181.1	29937258	29937344	30	NC_133181.1	29937040	29937826	Interval_56420	0
NC_133181.1	30588105	30588178	20	NC_133181.1	30587941	30588210	Interval_56515	0
NC_133181.1	31392340	31392457	18	NC_133181.1	31391545	31392774	Interval_56612	0
NC_133181.1	31607033	31607118	16	NC_133181.1	31606954	31607586	Interval_56640	0
NC_133181.1	31607439	31607667	28	NC_133181.1	31606954	31607586	Interval_56640	0
NC_133181.1	31807631	31807701	21	NC_133181.1	31807386	31807829	Interval_56669	0
NC_133181.1	31995508	31995577	22	NC_133181.1	31995476	31995654	Interval_56686	0
NC_133181.1	33087526	33087669	17	NC_133181.1	33087626	33088036	Interval_56806	0
NC_133181.1	33087788	33087948	20	NC_133181.1	33087626	33088036	Interval_56806	0
NC_133181.1	34611107	34611144	16	NC_133181.1	34609685	34611357	Interval_56973	0
NC_133181.1	34843584	34843630	17	NC_133181.1	34843190	34844127	Interval_57006	0
NC_133181.1	34904344	34904526	36	NC_133181.1	34904360	34904678	Interval_57009	0
NC_133181.1	36192064	36192109	15	NC_133181.1	36191974	36192396	Interval_57168	0
NC_133181.1	38227324	38227554	17	NC_133181.1	38226489	38227419	Interval_57419	0
NC_133181.1	39072038	39072089	14	NC_133181.1	39071572	39072392	Interval_57525	0
NC_133181.1	39075006	39075048	15	NC_133181.1	39075017	39075326	Interval_57526	0
NC_133181.1	39259003	39259092	18	NC_133181.1	39258900	39259222	Interval_57565	0
NC_133181.1	40227649	40227745	21	NC_133181.1	40227697	40228117	Interval_57702	0
NC_133181.1	40932772	40932855	18	NC_133181.1	40930638	40932944	Interval_57789	0
NC_133181.1	42096099	42096248	17	NC_133181.1	42096220	42096545	Interval_57950	0
NC_133181.1	42116859	42117020	22	NC_133181.1	42116796	42117058	Interval_57951	0
NC_133181.1	42645784	42645886	16	NC_133181.1	42645268	42646092	Interval_58001	0
NC_133181.1	42646042	42646241	20	NC_133181.1	42645268	42646092	Interval_58001	0
NC_133181.1	42653366	42653492	20	NC_133181.1	42653365	42654230	Interval_58003	0
NC_133181.1	43749288	43749396	15	NC_133181.1	43749211	43749460	Interval_58104	0
NC_133181.1	45444373	45444502	16	NC_133181.1	45444280	45444587	Interval_58315	0
NC_133181.1	46139813	46139869	15	NC_133181.1	46139414	46140096	Interval_58409	0
NC_133181.1	46371024	46371323	27	NC_133181.1	46370683	46371553	Interval_58445	0
NC_133181.1	48345600	48345638	15	NC_133181.1	48345453	48345693	Interval_58811	0
NC_133181.1	48465722	48465850	18	NC_133181.1	48465526	48466644	Interval_58841	0
NC_133181.1	49255216	49255818	28	NC_133181.1	49255497	49255856	Interval_58987	0
NC_133181.1	49568732	49568804	14	NC_133181.1	49567573	49568773	Interval_59069	0
NC_133181.1	49590938	49591018	17	NC_133181.1	49590848	49591166	Interval_59074	0
NC_133181.1	49627967	49628038	17	NC_133181.1	49627680	49628309	Interval_59085	0
NC_133181.1	50103334	50103566	24	NC_133181.1	50102208	50103997	Interval_59195	0
NC_133181.1	50107335	50107439	15	NC_133181.1	50107360	50107667	Interval_59196	0
NC_133181.1	50346982	50347053	17	NC_133181.1	50346989	50347604	Interval_59264	0
NC_133181.1	50426523	50426749	24	NC_133181.1	50426455	50426780	Interval_59281	0
NC_133181.1	51614113	51614203	15	NC_133181.1	51613850	51614680	Interval_59558	0
NC_133181.1	52447669	52447813	20	NC_133181.1	52446336	52448140	Interval_59699	0
NC_133181.1	52634383	52634447	20	NC_133181.1	52632602	52634478	Interval_59724	0
NC_133181.1	53048279	53048421	18	NC_133181.1	53048376	53050169	Interval_59809	0
NC_133181.1	54797556	54797674	26	NC_133181.1	54797383	54798196	Interval_60155	0
NC_133181.1	54977808	54977846	16	NC_133181.1	54976619	54978450	Interval_60197	0
NC_133181.1	54981473	54981643	32	NC_133181.1	54981436	54981884	Interval_60198	0
NC_133181.1	54981743	54981913	19	NC_133181.1	54981436	54981884	Interval_60198	0
NC_133181.1	55112007	55112082	17	NC_133181.1	55111774	55112160	Interval_60218	0
NC_133181.1	55545236	55545446	22	NC_133181.1	55544986	55545356	Interval_60306	0
NC_133181.1	56565488	56565526	16	NC_133181.1	56563358	56565569	Interval_60521	0
NC_133181.1	56984822	56984920	18	NC_133181.1	56984411	56984875	Interval_60625	0
NC_133181.1	57039670	57039824	21	NC_133181.1	57039162	57040147	Interval_60639	0
NC_133181.1	57593053	57593154	19	NC_133181.1	57592387	57593191	Interval_60751	0
NC_133181.1	57778465	57778613	18	NC_133181.1	57778386	57778642	Interval_60788	0
NC_133181.1	58161384	58161447	15	NC_133181.1	58160522	58161847	Interval_60863	0
NC_133181.1	58616780	58616889	18	NC_133181.1	58616873	58617082	Interval_60974	0
