seqnames,start,end,width,strand,phastcons,annotation,geneChr,geneStart,geneEnd,geneLength,geneStrand,geneId,transcriptId,distanceToTSS,flank_txIds,flank_geneIds,flank_gene_distances
NC_133194.1,38382,38628,247,*,20,Promoter (<=1kb),20,37040,39220,2181,2,gja9b,NM_207093.1,592,NM_207093.1;NM_001040051.1;NM_200533.2;XM_073930632.1,gja9b;mycbp;srsf10b;srsf10b,0;4095;7880;7888
NC_133194.1,9760014,9760177,164,*,19,5' UTR,20,9738763,9764868,26106,2,chrna11,XM_073930965.1,4691,XM_073930965.1;XM_073930966.1;XM_073930967.1;XM_068215162.2;XM_068215163.2;XM_073930959.1;XM_073930963.1;XM_073930958.1;XM_073930960.1;XM_073930964.1;XM_073930961.1;XM_073930962.1;NM_001045097.1,chrna11;chrna11;chrna11;chrna11;chrna11;chrna11;chrna11;chrna11;chrna11;chrna11;chrna11;chrna11;chrna11,0;0;0;0;0;0;0;0;0;0;0;0;0
NC_133194.1,9891630,9891700,71,*,15,Intron (NM_131494.2/celf3a, intron 8 of 13),20,9833492,9872703,39212,2,cers2a,NM_153671.2,-18927,NM_131494.2;XM_021468129.2;XR_012394710.1;XR_012394711.1;XM_068215179.1;XM_068215181.1;XR_012394712.1,celf3a;celf3a;celf3a;celf3a;celf3a;celf3a;celf3a,0;0;0;0;0;0;0
NC_133194.1,10010440,10010975,536,*,79,Distal Intergenic,20,9988639,10000379,11741,2,ciarta,NM_001327898.1,-10061,NA,NA,NA
NC_133194.1,10218612,10218826,215,*,39,Intron (NM_001044879.2/clk2a, intron 4 of 12),20,10212808,10230106,17299,1,clk2a,XM_073930914.1,5804,NM_001044879.2;XM_005159437.5;XM_009294047.4;XM_073930912.1;XM_073930913.1;XM_073930915.1;XM_073930914.1,clk2a;clk2a;clk2a;clk2a;clk2a;clk2a;clk2a,0;0;0;0;0;0;0
NC_133194.1,10331756,10331836,81,*,15,Promoter (<=1kb),20,10326010,10330968,4959,2,LOC141379014,XR_012394912.1,-788,XR_012394912.1;XM_005159485.5;XM_068215240.1;XM_068215241.1;XM_073931486.1;XM_073931487.1;XM_073931488.1;XM_073931489.1;XM_684255.10,LOC141379014;kmt2ba;kmt2ba;kmt2ba;kmt2ba;kmt2ba;kmt2ba;kmt2ba;kmt2ba,-788;0;0;0;0;0;0;0;0
NC_133194.1,10682650,10682713,64,*,20,Intron (XM_073931507.1/fam131ba, intron 8 of 10),20,10630746,10640619,9874,2,LOC141379020,XR_012394933.1,-42031,XM_073931507.1;XM_073931508.1;XM_073931509.1;XM_073931510.1;XM_073931511.1;XM_073931512.1;XM_073931513.1;XM_073931514.1;XM_073931517.1;XM_073931519.1;XM_073931524.1;XM_073931525.1;XM_068215244.2;XM_073931516.1;XM_073931521.1;XM_068215245.2;XM_068215248.2;XM_073931515.1;XM_009294077.4;XM_009294078.5;XM_017352403.3;XM_021468282.2;XM_073931518.1;XM_073931520.1;XM_073931522.1;XM_073931523.1;XR_012394924.1;XR_012394925.1;XR_012394926.1,fam131ba;fam131ba;fam131ba;fam131ba;fam131ba;fam131ba;fam131ba;fam131ba;fam131ba;fam131ba;fam131ba;fam131ba;fam131ba;fam131ba;fam131ba;fam131ba;fam131ba;fam131ba;fam131ba;fam131ba;fam131ba;fam131ba;fam131ba;fam131ba;fam131ba;fam131ba;fam131ba;fam131ba;fam131ba,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_133194.1,10724837,10724899,63,*,14,Intron (XM_073931211.1/clcn1a, intron 11 of 23),20,10707423,10743010,35588,2,clcn1a,NM_001082910.1,18111,XM_073931211.1;XM_073931210.1;XM_073931212.1;XM_073931218.1;XR_012394747.1;XM_073931213.1;XM_021468144.3;XR_012394748.1;XM_009294060.5;XM_017352282.4;XR_012394746.1;XR_012394749.1;XM_073931214.1;XM_073931215.1;XM_073931216.1;XM_073931217.1;NM_001082910.1,clcn1a;clcn1a;clcn1a;clcn1a;clcn1a;clcn1a;clcn1a;clcn1a;clcn1a;clcn1a;clcn1a;clcn1a;clcn1a;clcn1a;clcn1a;clcn1a;clcn1a,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_133194.1,10936997,10937050,54,*,17,Promoter (2-3kb),20,10933999,11045669,111671,1,LOC141379018,XR_012394929.1,2998,XR_012394927.1;XR_012394928.1;XR_012394929.1;XM_005159404.6;NM_001083084.1,LOC141379018;LOC141379018;LOC141379018;cacng7a;cacng7a,0;0;0;0;0
NC_133194.1,10937078,10937188,111,*,22,Intron (XR_012394928.1/LOC141379018, intron 3 of 4),20,10933999,11045669,111671,1,LOC141379018,XR_012394929.1,3079,XR_012394927.1;XR_012394928.1;XR_012394929.1;XM_005159404.6;NM_001083084.1,LOC141379018;LOC141379018;LOC141379018;cacng7a;cacng7a,0;0;0;0;0
NC_133194.1,11315755,11315877,123,*,25,Intron (XM_003200548.6/shisa7b, intron 5 of 5),20,11296201,11309297,13097,2,znf865,XM_005159403.5,-6458,XM_003200548.6;XM_005159489.6;XM_005159490.5;XM_073931526.1;XM_073931527.1;XM_073931528.1;XM_073931529.1;XM_073931530.1,shisa7b;shisa7b;shisa7b;shisa7b;shisa7b;shisa7b;shisa7b;shisa7b,0;0;0;0;0;0;0;0
NC_133194.1,11422117,11422282,166,*,17,Promoter (1-2kb),20,11394964,11420200,25237,2,u2af2b,XM_068215059.2,-1917,NM_001013305.2;XM_068215123.2;NM_001312892.1;XM_009294031.4;XM_009294032.5;XM_009294033.5;XM_009294034.5;XM_009294035.5;XM_009294036.5;XM_009294037.5;XM_068215059.2;NM_205689.1,ccdc106b;ccdc106b;ccdc106b;u2af2b;u2af2b;u2af2b;u2af2b;u2af2b;u2af2b;u2af2b;u2af2b;u2af2b,0;0;0;-1917;-1917;-1917;-1917;-1917;-1917;-1917;-1917;-2307
NC_133194.1,11462388,11462475,88,*,15,Intron (NM_001430899.1/si:ch211-232m10.6, intron 4 of 7),20,11452810,11470076,17267,2,si:ch211-232m10.6,NM_001430899.1,7601,NM_001430899.1;XM_073931077.1;XM_073931079.1;XM_073931080.1;XM_073931078.1;XM_073931076.1;XM_073931075.1,si:ch211-232m10.6;si:ch211-232m10.6;si:ch211-232m10.6;si:ch211-232m10.6;si:ch211-232m10.6;si:ch211-232m10.6;si:ch211-232m10.6,0;0;0;0;0;0;0
NC_133194.1,11648024,11648228,205,*,26,Promoter (2-3kb),20,11638453,11651032,12580,2,lim2.4,XM_021468047.2,2804,XM_021468047.2;NM_001002407.1,lim2.4;lim2.4,0;0
NC_133194.1,11764566,11764701,136,*,33,Intron (XM_073930997.1/ago3b, intron 2 of 10),20,11758858,11782751,23894,1,ago3b,NM_001160028.1,5708,XM_073930997.1;XM_005159456.4;NM_001160028.1,ago3b;ago3b;ago3b,0;0;0
NC_133194.1,11770409,11770567,159,*,17,Intron (XM_073930997.1/ago3b, intron 7 of 10),20,11758858,11782751,23894,1,ago3b,NM_001160028.1,11551,XM_073930997.1;XM_005159456.4;NM_001160028.1,ago3b;ago3b;ago3b,0;0;0
NC_133194.1,11771534,11771659,126,*,20,Intron (XM_073930997.1/ago3b, intron 8 of 10),20,11758858,11782751,23894,1,ago3b,NM_001160028.1,12676,XM_073930997.1;XM_005159456.4;NM_001160028.1,ago3b;ago3b;ago3b,0;0;0
NC_133194.1,11780890,11781095,206,*,30,Intron (XM_005159456.4/ago3b, intron 17 of 18),20,11758858,11782751,23894,1,ago3b,NM_001160028.1,22032,XM_005159456.4;NM_001160028.1,ago3b;ago3b,0;0
NC_133194.1,11782627,11782749,123,*,20,Intron (XM_005159456.4/ago3b, intron 18 of 18),20,11758858,11782751,23894,1,ago3b,NM_001160028.1,23769,XM_005159456.4;NM_001160028.1,ago3b;ago3b,0;0
NC_133194.1,11810629,11810686,58,*,14,Intron (NM_001113473.1/slc9a3.1, intron 5 of 17),20,11826560,11848078,21519,1,LOC141379024,XR_012394941.1,-15874,NM_001113473.1;XM_005159457.6;XM_068215166.2;XR_012394673.1,slc9a3.1;slc9a3.1;slc9a3.1;slc9a3.1,0;0;0;0
NC_133194.1,12006882,12007039,158,*,20,Intron (XM_073930813.1/pip5k1aa, intron 7 of 15),20,11988118,12014523,26406,2,pip5k1aa,XM_073930813.1,7484,XM_073930813.1;NM_001020602.1,pip5k1aa;pip5k1aa,0;0
NC_133194.1,12008697,12008837,141,*,18,Intron (XM_073930813.1/pip5k1aa, intron 5 of 15),20,11988118,12014523,26406,2,pip5k1aa,XM_073930813.1,5686,XM_073930813.1;NM_001020602.1,pip5k1aa;pip5k1aa,0;0
NC_133194.1,12568095,12568186,92,*,20,Intron (XM_021468289.3/slc66a2, intron 4 of 4),20,12544256,12549406,5151,1,LOC141379022,XM_073931542.1,23839,XM_021468289.3;XM_021468290.3;XM_073931546.1;XM_073931547.1,slc66a2;slc66a2;slc66a2;slc66a2,0;0;0;0
NC_133194.1,12941793,12941930,138,*,29,Intron (XR_012394537.1/ctdp1, intron 4 of 13),20,12735825,12950290,214466,2,ctdp1,NM_001002873.1,8360,XR_012394537.1;NM_001002873.1;XM_068215116.2;XR_012394538.1;XR_012394539.1,ctdp1;ctdp1;ctdp1;ctdp1;ctdp1,0;0;0;0;0
NC_133194.1,12946427,12946475,49,*,14,Intron (XR_012394537.1/ctdp1, intron 3 of 13),20,12735825,12950290,214466,2,ctdp1,NM_001002873.1,3815,XR_012394537.1;NM_001002873.1;XM_068215116.2;XR_012394538.1;XR_012394539.1,ctdp1;ctdp1;ctdp1;ctdp1;ctdp1,0;0;0;0;0
NC_133194.1,13042216,13042305,90,*,15,Intron (NM_001114681.2/cpsf1, intron 11 of 37),20,13001222,13054472,53251,2,cpsf1,NM_001114681.2,12167,NM_001114681.2;XM_005159584.5;XR_012394534.1;XR_012394535.1,cpsf1;cpsf1;cpsf1;cpsf1,0;0;0;0
NC_133194.1,13135144,13135219,76,*,16,3' UTR,20,13106674,13127230,20557,2,LOC137488482,XR_012394940.1,-7914,NM_001326695.1;XM_073930895.1,rnf19a;rnf19a,0;0
NC_133194.1,13138329,13138471,143,*,28,Intron (NM_001326695.1/rnf19a, intron 9 of 9),20,13106674,13127230,20557,2,LOC137488482,XR_012394940.1,-11099,NM_001326695.1;XM_073930895.1,rnf19a;rnf19a,0;0
NC_133194.1,13141531,13141628,98,*,20,Intron (NM_001326695.1/rnf19a, intron 8 of 9),20,13106674,13127230,20557,2,LOC137488482,XR_012394940.1,-14301,NM_001326695.1;XM_073930895.1,rnf19a;rnf19a,0;0
NC_133194.1,13144879,13145002,124,*,18,Intron (NM_001326695.1/rnf19a, intron 6 of 9),20,13106674,13127230,20557,2,LOC137488482,XR_012394940.1,-17649,NM_001326695.1;XM_073930895.1,rnf19a;rnf19a,0;0
NC_133194.1,13231533,13231668,136,*,40,Intron (NM_200882.1/pabpc1b, intron 13 of 14),20,13235509,13235644,136,2,LOC137488574,XR_011007651.1,3976,XR_011007651.1;NM_200882.1;XM_073930651.1,LOC137488574;pabpc1b;pabpc1b,3976;0;0
NC_133194.1,13239460,13239578,119,*,21,Promoter (1-2kb),20,13241200,13241335,136,2,LOC137488575,XR_011007652.1,1757,XR_011007651.1;XR_011007652.1;NM_200882.1;XM_073930651.1,LOC137488574;LOC137488575;pabpc1b;pabpc1b,-3816;1757;0;0
NC_133194.1,13524770,13524899,130,*,28,Intron (NM_199923.2/seh1l, intron 7 of 8),20,13511313,13537417,26105,1,seh1l,XM_073930589.1,13457,NM_199923.2;XM_073930589.1,seh1l;seh1l,0;0
NC_133194.1,14849132,14849275,144,*,29,Intron (XM_073931826.1/epb41a, intron 9 of 21),20,14793511,14796199,2689,2,LOC141379040,XR_012394966.1,-52933,XM_073931826.1,epb41a,0
NC_133194.1,14854857,14854951,95,*,15,Intron (XM_073931826.1/epb41a, intron 9 of 21),20,14793511,14796199,2689,2,LOC141379040,XR_012394966.1,-58658,XM_073931826.1,epb41a,0
NC_133194.1,14855258,14855383,126,*,28,Intron (XM_073931826.1/epb41a, intron 7 of 21),20,14793511,14796199,2689,2,LOC141379040,XR_012394966.1,-59059,XM_073931826.1,epb41a,0
NC_133194.1,15730056,15730167,112,*,17,Promoter (<=1kb),20,15729790,15744194,14405,1,tent5bb,NM_001045170.2,266,NM_001045170.2,tent5bb,0
NC_133194.1,15754938,15755020,83,*,25,Distal Intergenic,20,15729790,15744194,14405,1,tent5bb,NM_001045170.2,25148,NA,NA,NA
NC_133194.1,16494443,16494540,98,*,20,Promoter (2-3kb),20,16464290,16496808,32519,2,hivep3a,XM_005159548.6,2268,XM_005159548.6;XM_005159549.6;XM_073931604.1;XM_009294139.5;XR_012394973.1;XR_012394974.1,hivep3a;hivep3a;hivep3a;hivep3a;hivep3a;hivep3a,0;0;0;0;0;0
NC_133194.1,17180572,17180638,67,*,19,Intron (NM_199211.2/ctps1a, intron 7 of 18),20,17175373,17186428,11056,1,ctps1a,NM_199211.2,5199,NM_199211.2,ctps1a,0
NC_133194.1,17184999,17185062,64,*,14,Promoter (1-2kb),20,17186754,17186825,72,2,LOC137488583,XR_011007660.1,1763,XR_012394977.1;XR_012394978.1;XR_658974.4;XR_658975.4;XR_011007643.1;XR_011007644.1;XR_011007645.1;XR_011007660.1;NM_199211.2,LOC100535315;LOC100535315;LOC100535315;LOC100535315;LOC137488566;LOC137488567;LOC137488568;LOC137488583;ctps1a,5026;5026;5026;5026;2513;2863;3716;1763;0
NC_133194.1,17194702,17195068,367,*,36,Promoter (2-3kb),20,17191795,17195471,3677,1,rab42a,NM_213042.1,2907,XR_012394977.1;XR_012394978.1;XR_658974.4;XR_658975.4;NM_213042.1,LOC100535315;LOC100535315;LOC100535315;LOC100535315;rab42a,-4614;-4614;-4614;-4614;0
NC_133194.1,17702250,17702328,79,*,16,Intron (XM_003200566.7/ptprua, intron 8 of 29),20,17640134,17643737,3604,1,LOC137488492,XR_011007543.2,62116,XM_003200566.7;XM_005159552.6;XM_005159553.6;XM_009294142.5;XM_009294143.5;XM_009294144.5;XM_073931606.1;XM_073931608.1,ptprua;ptprua;ptprua;ptprua;ptprua;ptprua;ptprua;ptprua,0;0;0;0;0;0;0;0
NC_133194.1,17787043,17787206,164,*,24,Intron (XM_003200566.7/ptprua, intron 22 of 29),20,17640134,17643737,3604,1,LOC137488492,XR_011007543.2,146909,XM_003200566.7;XM_005159552.6;XM_005159553.6;XM_009294142.5;XM_009294143.5;XM_009294144.5;XM_073931606.1;XM_073931608.1,ptprua;ptprua;ptprua;ptprua;ptprua;ptprua;ptprua;ptprua,0;0;0;0;0;0;0;0
NC_133194.1,18888447,18888567,121,*,15,Intron (XR_012394698.1/top2b, intron 21 of 21),20,18868818,18872937,4120,2,LOC141379049,NA,-15510,XR_012394698.1;XM_005159507.5;XM_068215173.2;NM_001045191.2,top2b;top2b;top2b;top2b,0;0;0;0
NC_133194.1,18894563,18894651,89,*,18,Intron (XR_012394698.1/top2b, intron 16 of 21),20,18868818,18872937,4120,2,LOC141379049,NA,-21626,XR_012394698.1;XM_005159507.5;XM_068215173.2;NM_001045191.2,top2b;top2b;top2b;top2b,0;0;0;0
NC_133194.1,18895115,18895216,102,*,19,Intron (XR_012394698.1/top2b, intron 13 of 21),20,18868818,18872937,4120,2,LOC141379049,NA,-22178,XR_012394698.1;XM_005159507.5;XM_068215173.2;NM_001045191.2,top2b;top2b;top2b;top2b,0;0;0;0
NC_133194.1,18905211,18905355,145,*,29,Intron (XR_012394698.1/top2b, intron 11 of 21),20,18868818,18872937,4120,2,LOC141379049,NA,-32274,XR_012394698.1;XM_005159507.5;XM_068215173.2;NM_001045191.2,top2b;top2b;top2b;top2b,0;0;0;0
NC_133194.1,19055047,19055115,69,*,19,Intron (XM_073930821.1/ints8, intron 6 of 17),20,19010426,19091069,80644,2,ints8,XM_073930821.1,35954,XM_073930821.1;XM_073930818.1;XM_073930819.1;XM_073930820.1;XR_012394572.1;XR_012394574.1;NM_001020756.2,ints8;ints8;ints8;ints8;ints8;ints8;ints8,0;0;0;0;0;0;0
NC_133194.1,20887455,20887592,138,*,24,Intron (XM_068215268.1/vps52, intron 5 of 17),20,20879476,20901997,22522,1,vps52,XR_012394997.1,7979,XM_068215267.1;XM_068215268.1;XR_012394997.1,vps52;vps52;vps52,0;0;0
NC_133194.1,20888922,20889059,138,*,23,Intron (XM_068215267.1/vps52, intron 8 of 19),20,20879476,20901997,22522,1,vps52,XR_012394997.1,9446,XM_068215267.1;XM_068215268.1;XR_012394997.1,vps52;vps52;vps52,0;0;0
NC_133194.1,20999628,20999674,47,*,14,Promoter (1-2kb),20,21001373,21003382,2010,1,lye,NM_001386338.1,-1699,XR_012395012.1;XR_012395013.1;XR_012395011.1;NM_001386338.1,LOC141379059;LOC141379059;LOC141379059;lye,0;28627;37060;-1699
NC_133194.1,21067339,21067444,106,*,17,Intron (NM_001004594.2/cratb, intron 6 of 14),20,21062991,21076802,13812,1,cratb,XM_073930784.1,4348,NM_001004594.2;XM_073930784.1,cratb;cratb,0;0
NC_133194.1,21988988,21989101,114,*,21,Promoter (<=1kb),20,21988926,21990705,1780,1,hoxa13a,NM_001085494.1,62,XM_068215023.2;XM_068215024.2;XM_073930500.1;XM_073930501.1;XM_073930503.1;XM_073930504.1;XM_073930505.1;XM_073930506.1;NM_001085494.1,evx1;evx1;evx1;evx1;evx1;evx1;evx1;evx1;hoxa13a,0;0;0;0;0;0;0;0;0
NC_133194.1,21999462,21999523,62,*,16,Promoter (2-3kb),20,21996714,21998267,1554,1,hoxa11a,NM_131544.1,2748,XM_068215023.2;XM_068215024.2;XM_073930500.1;XM_073930501.1;XM_073930503.1;XM_073930504.1;XM_073930505.1;XM_073930506.1;XM_005159523.5;NM_131544.1,evx1;evx1;evx1;evx1;evx1;evx1;evx1;evx1;hoxa11a;hoxa11a,0;0;0;0;0;0;0;0;2821;2748
NC_133194.1,22023012,22023043,32,*,16,Promoter (1-2kb),20,22021618,22039838,18221,1,hoxa3a,XM_068215184.2,1394,XM_068215023.2;XM_068215024.2;XM_073930500.1;XM_073930501.1;XM_073930503.1;XM_073930504.1;XM_073930505.1;XM_073930506.1;XM_073931086.1;XM_073931087.1;NM_131534.2;XM_068215184.2;XM_073931089.1;NM_131535.1;XM_073931090.1;NM_131540.1,evx1;evx1;evx1;evx1;evx1;evx1;evx1;evx1;hoxa3a;hoxa3a;hoxa3a;hoxa3a;hoxa4a;hoxa4a;hoxa5a;hoxa5a,0;0;0;0;0;0;0;0;0;0;0;0;-2130;-4087;7423;3904
NC_133194.1,22644007,22644099,93,*,17,3' UTR,20,22648177,22669804,21628,2,gpnmb,XM_009294247.5,25705,XM_009294247.5;XM_686712.11;XR_012394465.1;XR_012394466.1;XM_009294198.4;NM_131491.2;XM_021468024.3,gpnmb;gpnmb;igf2bp3;igf2bp3;igf2bp3;igf2bp3;pals2b,25705;25705;43235;43235;0;43200;0
NC_133194.1,23035882,23036002,121,*,29,Intron (XM_068215273.2/kcnh8, intron 15 of 15),20,23081688,23101256,19569,1,LOC141379071,XR_012395038.1,-45686,XM_068215273.2;XM_073931653.1;XM_073931655.1;XM_073931656.1;XM_073931659.1;XM_073931654.1;XR_012395036.1;XR_012395037.1;XM_073931660.1;XM_073931661.1;XM_073931657.1;XM_073931662.1;XM_073931658.1,kcnh8;kcnh8;kcnh8;kcnh8;kcnh8;kcnh8;kcnh8;kcnh8;kcnh8;kcnh8;kcnh8;kcnh8;kcnh8,0;0;0;0;0;0;0;0;0;0;0;0;0
NC_133194.1,23166712,23166862,151,*,18,Intron (NM_001020601.1/ngly1, intron 6 of 10),20,23161732,23177313,15582,2,ngly1,NM_001020601.1,10451,XR_012394568.1;XR_012394569.1;NM_001020601.1,ngly1;ngly1;ngly1,0;0;0
NC_133194.1,23201997,23202106,110,*,19,Promoter (<=1kb),20,23201611,23223299,21689,1,cndp2,NM_214704.2,386,XM_005170004.5;XM_073930585.1;NM_214704.2;NM_001005953.1,cndp2;cndp2;cndp2;txnl4a,0;0;0;8554
NC_133194.1,23203830,23203948,119,*,19,Promoter (2-3kb),20,23201611,23223299,21689,1,cndp2,NM_214704.2,2219,XM_005170004.5;XM_073930585.1;NM_214704.2,cndp2;cndp2;cndp2,0;0;0
NC_133194.1,23214677,23214847,171,*,22,Intron (XM_005170004.5/cndp2, intron 8 of 11),20,23201611,23223299,21689,1,cndp2,NM_214704.2,13066,XM_005170004.5;XM_073930585.1;NM_214704.2,cndp2;cndp2;cndp2,0;0;0
NC_133194.1,23811802,23811871,70,*,16,Promoter (<=1kb),20,23811281,23816132,4852,1,tshz1,NM_001042746.1,521,XM_073930614.1;XM_068215044.2;NM_001042746.1,tshz1;tshz1;tshz1,0;0;0
NC_133194.1,24326735,24326854,120,*,24,Intron (XM_691123.7/galr1a, intron 2 of 2),20,24323486,24332486,9001,1,galr1a,XR_012395042.1,3249,XM_691123.7;XR_012395042.1,galr1a;galr1a,0;0
NC_133194.1,24561288,24561367,80,*,17,Intron (XM_073930998.1/atp9b, intron 17 of 29),20,24597663,24606911,9249,1,LOC141379075,XM_073931665.1,-36296,XM_073930998.1;XM_005170057.6;XM_009294238.5;XR_012394669.1;XR_012394670.1;XR_012394671.1;XR_012394672.1;NM_001045154.1,atp9b;atp9b;atp9b;atp9b;atp9b;atp9b;atp9b;atp9b,0;0;0;0;0;0;0;0
NC_133194.1,24569402,24569505,104,*,19,Intron (XM_073930998.1/atp9b, intron 19 of 29),20,24597663,24606911,9249,1,LOC141379075,XM_073931665.1,-28158,XM_073930998.1;XM_005170057.6;XM_009294238.5;XR_012394669.1;XR_012394670.1;XR_012394671.1;XR_012394672.1;NM_001045154.1,atp9b;atp9b;atp9b;atp9b;atp9b;atp9b;atp9b;atp9b,0;0;0;0;0;0;0;0
NC_133194.1,24569624,24569701,78,*,16,Intron (XM_073930998.1/atp9b, intron 21 of 29),20,24597663,24606911,9249,1,LOC141379075,XM_073931665.1,-27962,XM_073930998.1;XM_005170057.6;XM_009294238.5;XR_012394669.1;XR_012394670.1;XR_012394671.1;XR_012394672.1;NM_001045154.1,atp9b;atp9b;atp9b;atp9b;atp9b;atp9b;atp9b;atp9b,0;0;0;0;0;0;0;0
NC_133194.1,24639043,24639224,182,*,27,Intron (NM_001045159.1/nfatc1, intron 4 of 9),20,24622075,24710990,88916,1,nfatc1,XM_073931000.1,16968,NM_001045159.1;XM_073931000.1,nfatc1;nfatc1,0;0
NC_133194.1,24724428,24724487,60,*,21,Intron (XM_073931667.1/slc52a3-2a, intron 4 of 4),20,24713283,24734036,20754,2,slc52a3-2a,XM_073931667.1,9549,XM_073931667.1;XM_073931668.1;XM_073931669.1;XM_073931670.1;XM_678198.7;XM_073931666.1,slc52a3-2a;slc52a3-2a;slc52a3-2a;slc52a3-2a;slc52a3-2a;slc52a3-2a,0;0;0;0;0;0
NC_133194.1,24858596,24858658,63,*,19,Intron (XM_021468118.2/pleca, intron 8 of 32),20,24815555,24886282,70728,2,pleca,XM_021468118.2,27624,XM_021468118.2;XM_073930979.1;NM_001100032.1;XM_021468112.1;XM_073930977.1;XM_073930981.1;XM_073930980.1;XM_073930982.1;XM_073930986.1;XM_073930987.1;XM_073930990.1;XM_073930991.1;XM_021468120.2;XM_073930984.1;XM_073930989.1;XM_073930983.1;XM_073930985.1;XM_073930988.1;XM_073930975.1;XM_073930976.1;XM_073930978.1;XM_021468102.3;XM_021468103.3;XM_021468104.3;NM_001430891.1,pleca;pleca;pleca;pleca;pleca;pleca;pleca;pleca;pleca;pleca;pleca;pleca;pleca;pleca;pleca;pleca;pleca;pleca;pleca;pleca;pleca;pleca;pleca;pleca;pleca,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_133194.1,24873680,24873757,78,*,19,Intron (XM_021468118.2/pleca, intron 2 of 32),20,24815555,24886282,70728,2,pleca,XM_021468118.2,12525,XM_021468118.2;XM_073930979.1;NM_001100032.1;XM_021468112.1;XM_073930977.1;XM_073930981.1;XM_073930980.1;XM_073930982.1;XM_073930986.1;XM_073930987.1;XM_073930990.1;XM_073930991.1;XM_021468120.2;XM_073930984.1;XM_073930989.1;XM_073930983.1;XM_073930985.1;XM_073930988.1;XM_073930975.1;XM_073930976.1;XM_073930978.1;XM_021468102.3;XM_021468103.3;XM_021468104.3;NM_001430891.1,pleca;pleca;pleca;pleca;pleca;pleca;pleca;pleca;pleca;pleca;pleca;pleca;pleca;pleca;pleca;pleca;pleca;pleca;pleca;pleca;pleca;pleca;pleca;pleca;pleca,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_133194.1,25138807,25138989,183,*,18,Promoter (2-3kb),20,25136260,25139224,2965,1,trhrb,NM_001114688.1,2547,NM_001114688.1,trhrb,0
NC_133194.1,25380903,25380953,51,*,15,Promoter (2-3kb),20,25373401,25378114,4714,2,LOC141379078,XR_012395047.1,-2789,XR_012395047.1;XM_073931003.1;NM_001166323.1;NM_001130399.1;XM_073931004.1,LOC141379078;pkhd1l1.2;pkhd1l1.2;pkhd1l1.2;pkhd1l1.2,-2789;0;0;0;0
NC_133194.1,25418936,25419040,105,*,22,Distal Intergenic,20,25407873,25413508,5636,1,gdf6b,XM_073930493.1,11063,NA,NA,NA
NC_133194.1,26466310,26466390,81,*,15,Intron (XM_021468142.3/rit1, intron 3 of 5),20,26469523,26473317,3795,2,LOC141379091,XR_012395071.1,6927,XR_012395071.1;XM_021468142.3;NM_001128781.1,LOC141379091;rit1;rit1,6927;0;0
NC_133194.1,26468553,26468735,183,*,20,Intron (XM_021468142.3/rit1, intron 4 of 5),20,26469523,26473317,3795,2,LOC141379091,XR_012395071.1,4582,XR_012395071.1;XM_021468142.3;NM_001128781.1,LOC141379091;rit1;rit1,4582;0;0
NC_133194.1,26900097,26900156,60,*,14,Promoter (1-2kb),20,26899089,26902960,3872,1,txnipa,NM_200087.1,1008,XM_021467980.3;XM_073930489.1;XM_073930488.1;NM_001007280.1;NM_200087.1,mtx1b;mtx1b;mtx1b;mtx1b;txnipa,-4701;-1285;-1285;-4705;0
NC_133194.1,27007263,27007371,109,*,22,Promoter (<=1kb),20,27007013,27007966,954,1,si:dkeyp-92c9.2,NM_001045220.1,250,XM_005170068.4;NM_001045220.1,si:dkeyp-92c9.2;si:dkeyp-92c9.2,0;0
NC_133194.1,27120731,27120810,80,*,14,Intron (XR_012394704.1/myo1g, intron 16 of 22),20,27089487,27092550,3064,2,LOC101882396,XR_224564.6,-28181,XR_012394704.1;XM_005170069.6;NM_001045221.1,myo1g;myo1g;myo1g,0;0;0
NC_133194.1,27574677,27574794,118,*,16,3' UTR,20,27565768,27567283,1516,1,LOC141379105,XR_012395091.1,8909,XM_005170052.6;NM_001100009.2,rims3;rims3,0;108680
NC_133194.1,28170166,28170358,193,*,20,Intron (NM_212563.1/pard6gb, intron 1 of 2),20,28113749,28187265,73517,2,pard6gb,NM_212563.1,16907,NM_212563.1,pard6gb,0
NC_133194.1,28557485,28557624,140,*,26,Intron (XM_009294217.4/jarid2b, intron 9 of 17),20,28576419,28582900,6482,2,dtnbp1b,XM_073930867.1,25276,XM_009294217.4;NM_001202459.1,jarid2b;jarid2b,0;0
NC_133194.1,28587947,28588055,109,*,29,Intron (XM_068215140.2/dtnbp1b, intron 2 of 3),20,28576419,28582900,6482,2,dtnbp1b,XM_073930867.1,-5047,XM_068215140.2;XM_073930866.1;NM_001044814.2;XM_005170037.5,dtnbp1b;dtnbp1b;dtnbp1b;dtnbp1b,0;0;0;0
NC_133194.1,29058966,29059004,39,*,14,Promoter (2-3kb),20,29056336,29090109,33774,1,ints3,NM_001044932.1,2630,NM_001044932.1,ints3,0
